Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.431896686553955,6.44662317438684,6.382908442941151,6.414465259906861,493729600
2010-01-05,6.4430155754089355,6.479381164501373,6.409053974578858,6.449627646613601,601904800
2010-01-06,6.340531349182129,6.468562292220805,6.333919277487496,6.443016052849092,552160000
2010-01-07,6.32880973815918,6.371487255475944,6.282826987429116,6.363973537415483,477131200
2010-01-08,6.370885372161865,6.3714868708370425,6.2831279593800575,6.320394393643604,447610800
2010-01-11,6.314685344696045,6.401541520525446,6.264795057785504,6.395530545893654,462229600
2010-01-12,6.242855072021484,6.304466760171064,6.203784940266471,6.2870345322721555,594459600
2010-01-13,6.330914497375488,6.339329862823668,6.134060272108536,6.247364749292684,605892000
2010-01-14,6.294246673583984,6.325202784995313,6.281924579512755,6.3146839829247385,432894000
2010-01-15,6.189058303833008,6.359465821078557,6.187255011466389,6.33932905631798,594067600
2010-01-19,6.462851524353027,6.467359755095036,6.228429544768198,6.261188151026868,730007600
2010-01-20,6.363372802734375,6.4781792038703365,6.296351641840547,6.458944487018593,612152800
2010-01-21,6.253373146057129,6.410857454689093,6.2275267603961275,6.373891168397188,608154400
2010-01-22,5.9432148933410645,6.2362430730554,5.925483321439905,6.2146043678042755,881767600
2010-01-25,6.103103160858154,6.152090996706975,6.0165471366169285,6.086272833957545,1065699600
2010-01-26,6.189359188079834,6.422880345749358,6.088377217674999,6.189659736823896,1867110000
2010-01-27,6.247664928436279,6.328810688068745,5.996711924017105,6.2167088066475396,1722568400
2010-01-28,5.989501476287842,6.176138320593155,5.971769894664628,6.159007836737973,1173502400
2010-01-29,5.772207736968994,6.07695737228532,5.717809612672554,6.043296712129151,1245952400
2010-02-01,5.852451801300049,5.89062069011857,5.749365987374977,5.78152390117745,749876400
2010-02-02,5.886413097381592,5.90023834012935,5.811879012379328,5.887916242425218,698342400
2010-02-03,5.9876933097839355,6.016846126540046,5.843132624360645,5.865673371049762,615328000
2010-02-04,5.771907329559326,5.961849330982893,5.757480989056238,5.9125601367974125,757652000
2010-02-05,5.8743896484375,5.890619277087695,5.7358399176861825,5.789336779962896,850306800
2010-02-08,5.834118366241455,5.947122281921054,5.830511781455936,5.881303714651996,478270800
2010-02-09,5.896331310272217,5.935701994121879,5.853053091266943,5.903243530501275,632886800
2010-02-10,5.864172458648682,5.908653269901558,5.838326070123361,5.88731390857484,370361600
2010-02-11,5.970864295959473,6.003323154863531,5.832314552956517,5.856959145523187,550345600
2010-02-12,6.022257328033447,6.060125662403742,5.875592769841609,5.954033975665823,655468800
2010-02-16,6.113022327423096,6.1217378404670475,6.056520362588575,6.06914300963386,543737600
2010-02-17,6.087475776672363,6.140370748857202,6.036683441828206,6.1367641640446,436396800
2010-02-18,6.098895072937012,6.127747346608409,6.038485988585398,6.0598241435584015,422825200
2010-02-19,6.061028003692627,6.107011161432027,6.044197674401962,6.066738831398435,415469600
2010-02-22,6.023459434509277,6.085972364718372,5.9864931456019566,6.081163986445865,390563600
2010-02-23,5.922478199005127,6.050809709847602,5.881905320461514,6.010837527553492,575094800
2010-02-24,6.030672550201416,6.054114546153318,5.945919021016531,5.957640420259103,460566400
2010-02-25,6.0709452629089355,6.096791650113292,5.917368479472261,5.932094965381716,665126000
2010-02-26,6.149688720703125,6.1662185034894135,6.0709469411842205,6.0823673943541126,507460800
2010-03-01,6.281024932861328,6.296352116233436,6.174632684086188,6.183648745116841,550093600
2010-03-02,6.276817321777344,6.336324368549187,6.2434568121648235,6.309275382616517,566546400
2010-03-03,6.291244029998779,6.307473666374178,6.249469348840353,6.27952342848345,372052800
2010-03-04,6.3327178955078125,6.33902941969913,6.270204954936821,6.28974102631952,366041200
2010-03-05,6.58036470413208,6.602905460135802,6.450530447121359,6.459847458793137,899620400
2010-03-08,6.584270477294922,6.614624692345705,6.559325336337739,6.612220704000396,429889600
2010-03-09,6.702682971954346,6.762190001927311,6.548505119842704,6.561127762372338,920259200
2010-03-10,6.757384300231934,6.776619423346537,6.708095902317779,6.7270300753669625,596218000
2010-03-11,6.777217864990234,6.777217864990234,6.711700251132515,6.7294326254043755,405700400
2010-03-12,6.81027889251709,6.844239697013196,6.78473265037516,6.833419942157783,416323600
2010-03-15,6.72733211517334,6.7772212204752105,6.61943707887289,6.7736154366255645,493502800
2010-03-16,6.745663166046143,6.761591850796256,6.687358305315568,6.737548749908074,446908000
2010-03-17,6.735744953155518,6.805770810297791,6.710199110214925,6.759186954704131,450956800
2010-03-18,6.751674175262451,6.762192981794662,6.690363425034477,6.735143590311624,342109600
2010-03-19,6.679542064666748,6.769404120841071,6.648886498121467,6.7558798304259735,559445600
2010-03-22,6.754679203033447,6.792247398489312,6.616429977228098,6.626047537989079,456419600
2010-03-23,6.863175392150879,6.875798442287789,6.7351440055057115,6.781427720140837,602431200
2010-03-24,6.893527030944824,6.918472168871816,6.8376257817911865,6.841533315702537,597780400
2010-03-25,6.8117804527282715,6.9416150884831564,6.7997585042695015,6.940111943659173,542284400
2010-03-26,6.93951416015625,6.97107058248077,6.868886391200941,6.880908344010415,640875200
2010-03-29,6.984293460845947,7.028773880732061,6.961152407036004,7.002627338920791,540744400
2010-03-30,7.088279724121094,7.137268768885871,7.040192726868982,7.110820479003854,527310000
2010-03-31,7.0627312660217285,7.111119198108857,7.046502441218831,7.077458551352456,430659600
2010-04-01,7.091885566711426,7.1748346050579865,6.995111287373793,7.135163779454534,603145200
2010-04-05,7.1676225662231445,7.168223663685033,7.055820845911879,7.062132770528371,684507600
2010-04-06,7.199182033538818,7.220219648751945,7.122844237067932,7.158909293528705,447017200
2010-04-07,7.231039047241211,7.27071068763069,7.172733380630314,7.19948182345558,628502000
2010-04-08,7.211501121520996,7.259287160925728,7.154097523735465,7.226227606524973,572989200
2010-04-09,7.26680326461792,7.2698095552983455,7.226831476064805,7.255984309822719,334182800
2010-04-12,7.281828880310059,7.3052708794468755,7.267402540820726,7.279123540389135,333026400
2010-04-13,7.286037445068359,7.297158152263126,7.2463658048317345,7.268907366763366,306210800
2010-04-14,7.384011268615723,7.387617852620857,7.335323989612724,7.371689174531426,404076400
2010-04-15,7.481087684631348,7.484393319234319,7.378602579006526,7.386716993056209,376784800
2010-04-16,7.435405254364014,7.54780806893034,7.349750874821931,7.470568251081303,750545600
2010-04-19,7.425488471984863,7.450132667753138,7.266200839436895,7.4242862769457565,566924400
2010-04-20,7.350953102111816,7.491005597220147,7.301964863949601,7.469667039104502,738326400
2010-04-21,7.790645599365234,7.821601715630444,7.685756104546828,7.778022553381373,982391200
2010-04-22,8.008538246154785,8.016953610192024,7.699881536750428,7.761192672202737,793424800
2010-04-23,8.139571189880371,8.180144047305202,8.02446388430945,8.054216992074466,796955600
2010-04-26,8.099599838256836,8.188559821237433,8.060228370719509,8.17112880399471,479068800
2010-04-27,7.8753981590271,8.049712405513072,7.8297163582468485,8.032581529587151,709343600
2010-04-28,7.86217737197876,7.934306681254186,7.706196145635188,7.911766723530746,758402400
2010-04-29,8.073756217956543,8.11462923874178,7.874496830861994,7.904851047731424,558840800
2010-04-30,7.8468499183654785,8.13176298212423,7.844145380202892,8.09389463264654,542463600
2010-05-03,8.004934310913086,8.050917878354548,7.90064587841194,7.929498564660247,454342000
2010-05-04,7.774416446685791,7.912966603444164,7.716412547670679,7.900945456682481,723819600
2010-05-05,7.693572044372559,7.758188828114865,7.475378445825163,7.604612013309777,883103200
2010-05-06,7.400843620300293,7.761493272201357,5.9882962746100175,7.62865394228691,1285860800
2010-05-07,7.0885796546936035,7.4104605331245175,6.7685028712328155,7.324506001238278,1676018400
2010-05-10,7.633463382720947,7.653299602910522,7.469367755638268,7.521061345113974,984306400
2010-05-11,7.709501266479492,7.810783392751203,7.52857492023416,7.568846850207621,848906800
2010-05-12,7.8769025802612305,7.908158849950994,7.775019355631481,7.7912473842189645,654379600
2010-05-13,7.764801025390625,7.964360602813699,7.705894266245959,7.910863721782331,599712400
2010-05-14,7.628352165222168,7.708296514503126,7.498518336715685,7.668624888563201,759362800
2010-05-17,7.640372276306152,7.69927900491889,7.444719533217996,7.654798610464305,762834800
2010-05-18,7.584477424621582,7.770512748671922,7.521362968711074,7.723327783064141,782678400
2010-05-19,7.463655471801758,7.601303566187316,7.358766784430189,7.49851831844788,1025726800
2010-05-20,7.145684719085693,7.328714508075931,7.099100060494869,7.269506801007578,1282915200
2010-05-21,7.282731533050537,7.348249558609652,6.953036360104464,6.997215824662203,1223891200
2010-05-24,7.416171073913574,7.540595853108306,7.401144438428266,7.431799609453036,754238800
2010-05-25,7.369890213012695,7.416173129874379,7.127653462730388,7.193471653165396,1048006400
2010-05-26,7.336527347564697,7.577562627960775,7.32570759265015,7.5159513384974375,850654000
2010-05-27,7.614229202270508,7.630458837268676,7.48679972278927,7.53158028963211,666282400
2010-05-28,7.720318794250488,7.796055464977924,7.6142271047294,7.795755317531095,815614800
2010-06-01,7.839034557342529,7.992611374379818,7.782833138602836,7.804772798541515,876472800
2010-06-02,7.93280029296875,7.9583457232837445,7.824003291570337,7.9505314587310405,688548000
2010-06-03,7.907856464385986,7.980887788827857,7.826408974194047,7.969767086167546,650106800
2010-06-04,7.692669868469238,7.871191006551834,7.652698089463543,7.760291329288398,758304400
2010-06-07,7.541799068450928,7.7885436150987895,7.530077263943831,7.762697220743347,886942000
2010-06-08,7.493410110473633,7.627752583311897,7.382810585931765,7.610921854507705,1000770400
2010-06-09,7.309179306030273,7.570651954682642,7.287841544389653,7.557727954627709,854630000
