Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,
2010-01-04,15.517997741699219,15.586333343118786,15.45585093907638,15.52294934956002,78541293
2010-01-05,15.449661254882812,15.544984677945305,15.389000032898519,15.528643330098225,120638494
2010-01-06,15.060194969177246,15.495961098006545,15.013152325690596,15.495961098006545,159744526
2010-01-07,14.709601402282715,15.103277463132494,14.673700111386996,15.088421691172952,257533695
2010-01-08,14.9056978225708,14.936151683476053,14.586053158054453,14.657607359271179,189680313
2010-01-11,14.88316535949707,14.966109295188238,14.708115638823164,14.966109295188238,289597429
2010-01-12,14.61997127532959,14.810124200324204,14.558568684547831,14.79749726871257,194859654
2010-01-13,14.536036491394043,14.567975925406206,14.209459807785453,14.273586113989568,260838034
2010-01-14,14.60437297821045,14.712076844781038,14.430065579797189,14.457053405984528,170239717
2010-01-15,14.360491752624512,14.696230281681107,14.311962584600911,14.690782849626101,218194794
2010-01-19,14.549159049987793,14.618486297222468,14.268634312794413,14.390203248582793,173315202
2010-01-20,14.370643615722656,14.50855390253651,14.24387468335983,14.50855390253651,130515377
2010-01-21,14.43427562713623,14.529352567245546,14.168606644537782,14.445665368266509,253253712
2010-01-22,13.617956161499023,14.127753730933522,13.242849343678722,13.976720682216246,273035583
2010-01-25,13.37011432647705,13.614737794020833,13.25894442179666,13.53327848554537,177458675
2010-01-26,13.430030822753906,13.607803296308905,13.278255473550029,13.319850682904034,174873019
2010-01-27,13.42210865020752,13.559523111281376,13.253990998039479,13.401558008777622,159170382
2010-01-28,13.228736877441406,13.543428937383393,13.137373412632497,13.481282137945612,129648138
2010-01-29,13.12103271484375,13.394624434554292,13.01382372891068,13.332726022735253,166240784
2010-02-01,13.19729232788086,13.266372141400915,13.129946477785834,13.236413159337301,90369462
2010-02-02,13.150250434875488,13.245325477773397,13.063343696323235,13.245325477773397,164462143
2010-02-03,13.390416145324707,13.422109090175061,13.078694275225681,13.089588191746033,120413655
2010-02-04,13.042793273925781,13.32059334536858,13.012586855804829,13.295835307290973,135614418
2010-02-05,13.154458999633789,13.209176969664423,12.935832661626018,13.082904804058272,126713179
2010-02-08,13.208434104919434,13.419632548148803,13.160400760253275,13.184417432586354,108175956
2010-02-09,13.28196907043457,13.407994734672968,13.24804918417017,13.35872420142589,113206742
2010-02-10,13.232699394226074,13.315395896715472,13.065325935571316,13.22329105421639,107380987
2010-02-11,13.280980110168457,13.382245846700997,13.110139685643013,13.204719850968734,96761331
2010-02-12,13.199767112731934,13.299548211605668,13.134897547977204,13.196053644187625,91529795
2010-02-16,13.402299880981445,13.472369441250557,13.228984136689775,13.292615564313945,146723904
2010-02-17,13.32579517364502,13.454296178294191,13.310939401771291,13.419633026601844,81492313
2010-02-18,13.44983959197998,13.494159469888396,13.274542430015968,13.309205582082653,93826371
2010-02-19,13.388930320739746,13.469892846870692,13.362684810512473,13.38323450274215,102506786
2010-02-22,13.43943977355957,13.55580871703858,13.394872460037055,13.552095248264537,86105539
2010-02-23,13.24804973602295,13.459990492597607,13.179217363826583,13.444392406794332,115334688
2010-02-24,13.158915519714355,13.33148896186344,13.135147232994878,13.22106232276656,93412827
2010-02-25,13.034127235412598,13.085132684466792,12.874924933433586,13.051211847174566,132864148
2010-02-26,13.043289184570312,13.165848830075214,12.961087561831592,13.05863983302298,82279251
2010-03-01,13.189122200012207,13.203977972029666,13.066562554887708,13.102712232156227,89851528
2010-03-02,13.396360397338867,13.510253074948238,13.246564530869094,13.258202658894502,174925214
2010-03-03,13.501834869384766,13.571161173904692,13.351545080846758,13.428545761581557,124039193
2010-03-04,13.731354713439941,13.769483895367104,13.523622296285957,13.531050182120993,127829347
2010-03-05,13.9695405960083,14.05520825068658,13.862827421966974,13.898728713590888,157074555
2010-03-08,13.926706314086914,13.993557284803337,13.890309200455135,13.98365312127679,95813793
2010-03-09,13.870007514953613,13.980681593406207,13.778644991906873,13.861589876247251,127540267
2010-03-10,14.272597312927246,14.32335342845587,13.920021584190733,13.958399153631397,227043838
2010-03-11,14.388717651367188,14.514248441920001,14.216887480715831,14.218372109772373,169966698
2010-03-12,14.349102020263672,14.565499504898787,14.339693681289708,14.56203347433764,110548817
2010-03-15,13.944038391113281,14.099279779139794,13.766264959915922,14.03069579297795,186853758
2010-03-16,13.994053840637207,14.073779190663327,13.884122068082613,13.910615021367349,137774484
2010-03-17,14.00296401977539,14.148798009572722,13.970529710720761,14.070805688077424,133362007
2010-03-18,14.023763656616211,14.074273278765679,13.938590884298737,13.982167497199002,71354455
2010-03-19,13.865303039550781,14.063378729541576,13.797957191189228,13.865303039550781,192486794
2010-03-22,13.803403854370117,14.03490454343787,13.723678516835859,13.76898814352918,160792439
2010-03-23,13.592948913574219,13.823459869948636,13.419633153473912,13.792015310525137,220876809
2010-03-24,13.7991943359375,13.861588571965537,13.362684966026341,13.50653755350296,263592319
2010-03-25,13.936610221862793,14.162416044949818,13.832124948525315,13.841038411123934,157825359
2010-03-26,13.931905746459961,14.048275641959009,13.865798984531876,13.995785564694241,108252241
2010-03-29,13.92596435546875,13.98216790151208,13.879415638939374,13.939581040102384,124645457
2010-03-30,14.031438827514648,14.054217360458104,13.872234639010275,13.935371191989645,79412546
2010-03-31,14.04159164428711,14.10646121816419,13.934877521607886,13.99033875567998,121686407
2010-04-01,14.083187103271484,14.198318866918205,14.00271849301663,14.14632366281086,84423257
2010-04-05,14.13790512084961,14.233723425955555,14.088137811791169,14.135181404706646,76345092
2010-04-06,14.068825721740723,14.134933429065262,13.999003597624547,14.099527016631056,82712870
